id,kandidat,valg,parti,rangering,rangering_original,valgt,personstemmer,slengere,partistemmer,partiprosent,parti_original,count,election,total_hits,decay,hits_after_list_public,cum_hits,hits_before_list_public
kandidat001697,Ragnhild Heitmann Kaas,2007,dem,16,6,Ikke valgt,4,0,306000,0.11,Demokratene,4,NA,0,0,0,0,0
kandidat001698,Ragnhild Iversen,2011,mdg,62,54,Ikke valgt,15,3,7653,2.47,Miljøpartiet De Grønne,18,2011-09-12,31,1.09043415930624,2,106,104
kandidat001699,Ragnhild Laird Iversen,2015,mdg,47,51,Ikke valgt,130,12,26096,8.14,Miljøpartiet De Grønne,142,2015-09-14,5,1.46402764991779e-14,0,5,5
kandidat001700,Ragnhild Marie Pedersen,2011,mdg,59,42,Ikke valgt,21,1,7653,2.47,Miljøpartiet De Grønne,22,2011-09-12,2,4.85733426590173e-05,0,8,8
kandidat001701,Ragnhild Ouren,2011,v,45,53,Ikke valgt,78,13,25351,8.17,Venstre,91,2011-09-12,2,4.42732579005695e-12,0,5,5
kandidat001702,Rameen Najam Sheikh,2015,rv,20,11,Ikke valgt,233,47,16174,5.05,Rødt,280,2015-09-14,4,2.77362304006948,4,4,0
kandidat001703,Randi Birkeland,2015,krf,17,17,Ikke valgt,120,15,7827,2.44,Kristelig Folkeparti,135,2015-09-14,53,5.41854752943685,10,138,128
kandidat001704,Randi Færevik,2011,rv,53,57,Ikke valgt,47,2,11257,3.63,Rødt,49,2011-09-12,9,0.0930939347838387,0,21,21
kandidat001705,Randi Marie Hoem,2011,v,54,39,Ikke valgt,64,6,25351,8.17,Venstre,70,2011-09-12,7,1.594192308038,2,10,8
kandidat001706,Randi Olsen,2011,v,47,52,Ikke valgt,84,6,25351,8.17,Venstre,90,2011-09-12,542,8.46618517671451,19,911,892
kandidat001707,Randi Røvik,2007,sv,28,24,Ikke valgt,244,13,28701,10.56,Sosialistisk Venstreparti,257,2007-09-10,21,4.63185610113845,5,34,29
kandidat001708,Randi Røvik,2011,sv,47,41,Ikke valgt,84,6,19477,6.28,Sosialistisk Venstreparti,90,2011-09-12,123,1.71279348346803,6,157,151
kandidat001709,Rannveig Dahle,2015,sv,43,39,Ikke valgt,121,10,17445,5.44,Sosialistisk Venstreparti,131,2015-09-14,12,0.00273679907071936,0,115,115
kandidat001710,Raphael Nechatini Koyuncu,2007,in,10,4,Ikke valgt,32,13,329000,0.12,Innvandrerpartiet,45,NA,0,0,0,0,0
kandidat001711,Rasmus Reinvang,2015,mdg,20,14,Ikke valgt,347,38,26096,8.14,Miljøpartiet De Grønne,385,2015-09-14,47,3.07432153468536,3,400,397
kandidat001712,Raymond Johansen,2015,ap,1,1,Valgt,21812,1499,102431,31.97,Arbeiderpartiet,23311,2015-09-14,24662,1051.0426337198,1806,52352,50546
kandidat001713,Raymond Thorsen,2007,dlf,7,6,Ikke valgt,3,2,127000,0.05,Det Liberale Folkepartiet,5,2007-09-10,53,2.51949163250579,7,122,115
kandidat001714,Reidar Bjørn-Larsen,2007,pp,26,27,Ikke valgt,8,0,1414,0.52,Pensjonistpartiet,8,2007-09-10,9,0.211159442051101,0,47,47
kandidat001715,Reidun Synnøve Sarre,2015,pp,6,21,Ikke valgt,20,5,1169,0.36,Pensjonistpartiet,25,NA,0,0,0,0,0
kandidat001716,Remi Padoin,2011,frp,40,47,Ikke valgt,77,15,21852,7.04,Fremskrittspartiet,92,2011-09-12,12,0.211540577954889,1,18,17
kandidat001717,Remi Schrøder Padoin,2007,frp,38,22,Ikke valgt,134,20,38873,14.3,Fremskrittspartiet,154,2007-09-10,2,0.00197808361151114,0,2,2
kandidat001718,Renate Johansen,2007,h,53,38,Ikke valgt,209,10,68475,25.19,Høyre,219,2007-09-10,73,5.44109480779166,13,113,100
kandidat001719,Renie Benedikte Engeseth,2015,rv,63,48,Ikke valgt,56,2,16174,5.05,Rødt,58,NA,0,0,0,0,0
kandidat001720,Reza Rezaee,2011,rv,2,3,Valgt,1007,338,11257,3.63,Rødt,1345,2011-09-12,354,29.5382351166068,41,1025,984
kandidat001721,Richard Andreassen,2011,dlf,8,10,Ikke valgt,7,0,247000,0.08,Det Liberale Folkepartiet,7,2011-09-12,220,10.1657076994039,24,471,447
kandidat001722,Richard T. K. Dahl,2007,ksp,6,7,Ikke valgt,7,3,158000,0.06,Kristent Samlingsparti,10,NA,0,0,0,0,0
kandidat001723,Rina Mariann Hansen,2007,ap,6,6,Valgt,2037,55,81265,29.89,Det norske Arbeiderparti,2092,2007-09-10,254,12.6685089768053,19,307,288
kandidat001724,Rina Mariann Hansen,2011,ap,5,3,Valgt,2679,119,102707,33.1,Det norske Arbeiderparti,2798,2011-09-12,629,29.4066878133988,50,936,886
kandidat001725,Rina Mariann Hansen,2015,ap,5,3,Valgt,2968,108,102431,31.97,Arbeiderpartiet,3076,2015-09-14,1482,14.3642049681522,37,2418,2381
kandidat001726,Risten Ravna Heatta,2007,sv,35,33,Ikke valgt,173,12,28701,10.56,Sosialistisk Venstreparti,185,2007-09-10,5,1.04296950910359,5,5,0
kandidat001727,Roald Ribe,2015,lib,2,2,Ikke valgt,70,15,458,0.14,Liberalistene Oslo,85,2015-09-14,10,1.2656233888932,3,16,13
kandidat001728,Roald Vedal,2007,kp,41,45,Ikke valgt,1,0,120000,0.04,Kystpartiet,1,NA,0,0,0,0,0
kandidat001729,Roar Ellingvåg,2007,rv,6,4,Vara,356,70,14131,5.2,Rød Valgallianse,426,2007-09-10,10,0.000951347206703682,0,23,23
kandidat001730,Roar Ellingvåg,2011,rv,54,25,Ikke valgt,44,3,11257,3.63,Rødt,47,2011-09-12,2,2.02488024285236e-06,0,25,25
kandidat001731,Robert Erlandsen,2011,krf,29,30,Ikke valgt,72,7,7571,2.44,Kristelig Folkeparti,79,2011-09-12,44,1.80266324177127,2,106,104
kandidat001732,Robert Haugen,2015,fi,15,17,Ikke valgt,35,7,1388,0.43,Feministisk Initiativ,42,2015-09-14,316,23.2697524465854,55,638,583
kandidat001733,Robert Wennerstrøm,2011,frp,42,44,Ikke valgt,73,5,21852,7.04,Fremskrittspartiet,78,2011-09-12,2,0.625486871443026,1,3,2
kandidat001734,Robert Wright,2011,krf,14,53,Ikke valgt,127,28,7571,2.44,Kristelig Folkeparti,155,2011-09-12,316,18.163639442864,44,1163,1119
kandidat001735,Robert Wright,2015,krf,29,56,Ikke valgt,88,14,7827,2.44,Kristelig Folkeparti,102,2015-09-14,676,39.4702181454477,65,1839,1774
kandidat001736,Robin Utnes Bergseth,2011,nkp,13,6,Ikke valgt,8,2,210000,0.07,Norges Kommunistiske Parti,10,NA,0,0,0,0,0
kandidat001737,Roger Håkon Skår,2007,osby,46,25,Ikke valgt,6,4,1466,0.54,Oslo Byaksjon,10,NA,0,0,0,0,0
kandidat001738,Rogerio Snarli,2007,dem,24,14,Ikke valgt,2,0,306000,0.11,Demokratene,2,NA,0,0,0,0,0
kandidat001739,Roger Pihl,2007,mdg,58,39,Ikke valgt,3,1,1687,0.62,Miljøpartiet De Grønne,4,2007-09-10,148,9.93272347535952,58,148,90
kandidat001740,Roja Darian,2011,ap,42,61,Vara,631,20,102707,33.1,Det norske Arbeiderparti,651,2011-09-12,3,1.98027533944495e-05,0,3,3
kandidat001741,Roja Darian,2015,ap,38,16,Vara,1183,38,102431,31.97,Arbeiderpartiet,1221,2015-09-14,15,0.762901242514506,1,18,17
kandidat001742,Rolf Andreas Vestvik,2015,sv,52,42,Ikke valgt,67,4,17445,5.44,Sosialistisk Venstreparti,71,2015-09-14,7,0.209305479246773,1,12,11
kandidat001743,Rolf Johan Grieg-Halvorsen,2007,v,42,35,Ikke valgt,151,14,23703,8.72,Venstre,165,2007-09-10,9,0.401245054381264,2,10,8
kandidat001744,Rolf Pedersen,2015,dem,3,3,Ikke valgt,67,3,740,0.23,Demokratene i Norge,70,2015-09-14,664,15.0562018771572,24,2520,2496
kandidat001745,Rolf Valle,2015,sp,15,20,Ikke valgt,25,17,1926,0.6,Senterpartiet,42,2015-09-14,9,0.989335584078694,3,24,21
kandidat001746,Rose Eleni Pålerud,2011,mdg,63,56,Ikke valgt,16,1,7653,2.47,Miljøpartiet De Grønne,17,NA,0,0,0,0,0
kandidat001747,Roy Greiner,2007,sfp,16,12,Ikke valgt,5,0,129000,0.05,Samfunnspartiet,5,NA,0,0,0,0,0
kandidat001748,Roy Gulbrandsen,2007,kp,21,18,Ikke valgt,2,0,120000,0.04,Kystpartiet,2,2007-09-10,5,0.343652788966654,2,21,19
kandidat001749,Roy Gulbrandsen,2015,kp,8,8,Ikke valgt,7,1,124,0.04,Kystpartiet,8,2015-09-14,37,4.42010065008077,5,80,75
kandidat001750,Roy Hammerø,2011,frp,23,20,Ikke valgt,124,8,21852,7.04,Fremskrittspartiet,132,2011-09-12,27,0.44460203939105,0,42,42
kandidat001751,Roy Reiersen,2007,pp,22,20,Ikke valgt,9,0,1414,0.52,Pensjonistpartiet,9,NA,0,0,0,0,0
kandidat001752,Roy Sørensen,2007,frp,47,47,Ikke valgt,105,2,38873,14.3,Fremskrittspartiet,107,2007-09-10,19,2.89252968977447,4,119,115
kandidat001753,Runa Fjellanger,2011,rv,41,43,Ikke valgt,62,8,11257,3.63,Rødt,70,2011-09-12,14,2.050921042851,4,19,15
kandidat001754,Runar Døving,2007,osby,3,6,Ikke valgt,85,80,1466,0.54,Oslo Byaksjon,165,2007-09-10,910,16.0266453400655,34,1174,1140
kandidat001755,Runar Hodne,2007,osby,33,32,Ikke valgt,11,8,1466,0.54,Oslo Byaksjon,19,2007-09-10,374,23.2204445348738,40,614,574
kandidat001756,Rune Aale-Hansen,2011,h,47,65,Vara,367,39,110776,35.7,Høyre,406,2011-09-12,299,6.16584864893797,11,614,603
kandidat001757,Rune Foshaug,2007,osby,39,13,Ikke valgt,8,6,1466,0.54,Oslo Byaksjon,14,2007-09-10,47,2.04018093226397,7,51,44
kandidat001758,Rune Gerhardsen,2007,ap,1,1,Valgt,13785,893,81265,29.89,Det norske Arbeiderparti,14678,2007-09-10,5284,1578.97994021058,2298,14766,12468
kandidat001759,Rune Gerhardsen,2011,ap,2,2,Valgt,8282,368,102707,33.1,Det norske Arbeiderparti,8650,2011-09-12,4956,322.355119316513,508,19722,19214
kandidat001760,Rune Gerhardsen,2015,ap,18,11,Valgt,3183,157,102431,31.97,Arbeiderpartiet,3340,2015-09-14,2510,45.6684058525089,154,22232,22078
kandidat001761,Rune Tveitstul Jensen,2007,mdg,60,43,Ikke valgt,3,0,1687,0.62,Miljøpartiet De Grønne,3,NA,0,0,0,0,0
kandidat001762,Rupinder Kaur Bains,2007,ap,14,14,Valgt,1414,105,81265,29.89,Det norske Arbeiderparti,1519,2007-09-10,7,1.00548590690161,1,7,6
kandidat001763,Ruth Ingeborg Sveinsdotter,2011,krf,36,22,Ikke valgt,61,3,7571,2.44,Kristelig Folkeparti,64,2011-09-12,57,5.20572529229461e-05,0,57,57
kandidat001764,Ruth Jeanette Våler Løkke,2007,krf,26,10,Ikke valgt,57,3,8368,3.08,Kristelig Folkeparti,60,NA,0,0,0,0,0
kandidat001765,Ruth Lillegraven,2007,sp,25,46,Ikke valgt,18,3,2189,0.81,Senterpartiet,21,2007-09-10,139,6.11158228247008,12,142,130
kandidat001766,Ruth Ludvigsen,2007,sfp,10,13,Ikke valgt,7,1,129000,0.05,Samfunnspartiet,8,2007-09-10,6,1.68916626744398,2,12,10
kandidat001767,Ruth Rung,2011,pp,31,25,Ikke valgt,7,0,1045,0.34,Pensjonistpartiet,7,NA,0,0,0,0,0
kandidat001768,Sabina Syed,2015,mdg,21,21,Ikke valgt,353,24,26096,8.14,Miljøpartiet De Grønne,377,2015-09-14,20,0.00447093295762916,0,20,20
kandidat001769,Saeeda Begum,2011,h,7,5,Valgt,1445,89,110776,35.7,Høyre,1534,2011-09-12,4,2.73777429058399,3,4,1
kandidat001770,Safia Abdi,2007,rv,13,14,Ikke valgt,297,45,14131,5.2,Rød Valgallianse,342,2007-09-10,9,0.924434761081791,1,23,22
kandidat001771,Said Aamin,2015,sv,13,20,Ikke valgt,452,55,17445,5.44,Sosialistisk Venstreparti,507,2015-09-14,6,0,0,6,6
kandidat001772,Saida R Begum,2015,h,8,5,Valgt,1377,71,101882,31.8,Høyre,1448,2015-09-14,1,0,0,1,1
kandidat001773,Said Farah,2011,sv,18,30,Ikke valgt,229,32,19477,6.28,Sosialistisk Venstreparti,261,2011-09-12,8,1.42319093192162,2,168,166
kandidat001774,Sajjad Thathaal,2011,rv,7,9,Vara,258,43,11257,3.63,Rødt,301,2011-09-12,1,0.977262483773277,1,7,6
kandidat001775,Sajjad Thathaal,2015,rv,9,10,Vara,318,37,16174,5.05,Rødt,355,2015-09-14,6,1.3920977285823e-05,0,13,13
kandidat001776,Saleh Fahimpor,2011,ap,39,40,Vara,695,16,102707,33.1,Det norske Arbeiderparti,711,2011-09-12,2,0.978367384265891,1,2,1
kandidat001777,Samuel Ahenkorah,2015,ksp,10,12,Ikke valgt,14,2,421,0.13,Partiet De Kristne,16,NA,0,0,0,0,0
kandidat001778,Sanam S. Bokhari,2007,h,20,19,Vara,679,60,68475,25.19,Høyre,739,2007-09-10,1,3.06416896290963e-15,0,3,3
kandidat001779,Sarah Christin Calvert,2011,krf,31,29,Ikke valgt,70,2,7571,2.44,Kristelig Folkeparti,72,2011-09-12,2,0.980445264569787,1,5,4
kandidat001780,Sara Josefine Johansen,2015,nkp,8,7,Ikke valgt,15,2,240,0.07,Norges Kommunistiske Parti,17,NA,0,0,0,0,0
kandidat001781,Sara Marie Blichner,2015,mdg,28,23,Ikke valgt,256,18,26096,8.14,Miljøpartiet De Grønne,274,2015-09-14,11,0.0527414514674128,0,26,26
kandidat001782,Sara V. Wilsgaard,2011,h,56,64,Ikke valgt,277,7,110776,35.7,Høyre,284,2011-09-12,1,0.023006005234057,0,1,1
kandidat001783,Sead Zimeri,2011,mdg,46,51,Ikke valgt,34,4,7653,2.47,Miljøpartiet De Grønne,38,2011-09-12,1,0.11247773365429,1,2,1
kandidat001784,Seher Aydar,2011,rv,25,26,Ikke valgt,124,13,11257,3.63,Rødt,137,2011-09-12,99,1.92321054885206,2,102,100
kandidat001785,Seher Aydar,2015,rv,16,18,Ikke valgt,428,62,16174,5.05,Rødt,490,2015-09-14,1098,3.87278746027438,8,1200,1192
kandidat001786,Seynab Mohamud,2011,v,9,8,Vara,488,62,25351,8.17,Venstre,550,2011-09-12,9,0.000385304005502115,0,9,9
kandidat001787,Shahzad Rana,2011,h,32,45,Vara,619,34,110776,35.7,Høyre,653,2011-09-12,402,4.51178005566518,4,719,715
kandidat001788,Shamima Rahman,2015,rv,42,54,Ikke valgt,114,4,16174,5.05,Rødt,118,2015-09-14,1,1.19304702284095e-06,0,1,1
kandidat001789,Sharam Alghasi,2007,osby,37,38,Ikke valgt,10,5,1466,0.54,Oslo Byaksjon,15,2007-09-10,111,2.20883881575092,6,116,110
kandidat001790,Shilan Abdulgani,2007,sv,18,43,Ikke valgt,443,46,28701,10.56,Sosialistisk Venstreparti,489,NA,0,0,0,0,0
kandidat001791,Shoaib Sultan,2011,mdg,3,3,Vara,480,301,7653,2.47,Miljøpartiet De Grønne,781,2011-09-12,1963,23.9899634718806,47,2231,2184
kandidat001792,Siavash Mobasheri,2015,rv,7,6,Vara,363,52,16174,5.05,Rødt,415,2015-09-14,184,4.03556742563552,5,233,228
kandidat001793,Siavash Sangtarash,2015,sv,5,2,Vara,986,213,17445,5.44,Sosialistisk Venstreparti,1199,2015-09-14,48,13.8585778898178,28,58,30
kandidat001794,Sidsel Kjeldaas Salte,2015,h,58,65,Ikke valgt,308,7,101882,31.8,Høyre,315,2015-09-14,5,0,0,8,8
kandidat001795,Sigmund Hågvar,2007,mdg,57,63,Ikke valgt,4,1,1687,0.62,Miljøpartiet De Grønne,5,2007-09-10,76,0.155304085004909,0,139,139
kandidat001796,Sigmund Hågvar,2011,mdg,38,65,Ikke valgt,37,6,7653,2.47,Miljøpartiet De Grønne,43,2011-09-12,179,4.13400227970731,6,318,312
kandidat001797,Sigmund Vefring,2011,krf,33,25,Ikke valgt,65,5,7571,2.44,Kristelig Folkeparti,70,2011-09-12,7,1.28193644102037,3,8,5
kandidat001798,Sigmund Vefring,2015,krf,39,53,Ikke valgt,45,3,7827,2.44,Kristelig Folkeparti,48,2015-09-14,12,4.78774188264111e-07,0,20,20
kandidat001799,Signe Carlsson,2007,krf,48,28,Ikke valgt,23,4,8368,3.08,Kristelig Folkeparti,27,NA,0,0,0,0,0
kandidat001800,Sigrid Kleiva-Gramstad,2007,ap,39,40,Vara,563,20,81265,29.89,Det norske Arbeiderparti,583,2007-09-10,7,1.80442540757945,2,10,8
kandidat001801,Sigrid Rege Gårdsvoll,2011,krf,38,26,Ikke valgt,60,2,7571,2.44,Kristelig Folkeparti,62,2011-09-12,4,1.03367884915147,1,4,3
kandidat001802,Sigrid Rege Gårdsvoll,2015,krf,7,3,Ikke valgt,224,93,7827,2.44,Kristelig Folkeparti,317,2015-09-14,12,4.0023714044175,6,16,10
kandidat001803,Sigrid Staurset,2007,rv,34,17,Ikke valgt,86,1,14131,5.2,Rød Valgallianse,87,2007-09-10,7,1.92707932172237e-09,0,34,34
kandidat001804,Sigurd Log Røren,2015,ap,55,47,Ikke valgt,577,83,102431,31.97,Arbeiderpartiet,660,2015-09-14,40,0.0846570945508003,0,42,42
kandidat001805,Sikke Næsheim,2007,ap,52,50,Ikke valgt,282,13,81265,29.89,Det norske Arbeiderparti,295,2007-09-10,32,0.462038199516656,0,43,43
kandidat001806,Silje Helene Farner,2007,krf,11,12,Ikke valgt,108,19,8368,3.08,Kristelig Folkeparti,127,2007-09-10,10,1.97883566080507,3,10,7
kandidat001807,Silje Helene Farner-Calvert,2011,krf,8,6,Ikke valgt,217,21,7571,2.44,Kristelig Folkeparti,238,2011-09-12,6,0.859562096257115,3,6,3
kandidat001808,Silje Helene Farner-Calvert,2015,krf,22,19,Ikke valgt,125,6,7827,2.44,Kristelig Folkeparti,131,NA,0,0,0,0,0
kandidat001809,Silje Lutro,2015,h,39,49,Vara,451,49,101882,31.8,Høyre,500,2015-09-14,22,2.86961256582023,5,23,18
kandidat001810,Silje Rygland,2007,ap,45,42,Ikke valgt,460,13,81265,29.89,Det norske Arbeiderparti,473,2007-09-10,4,0.00037484424232881,0,8,8
kandidat001811,Simen Herning,2011,rv,24,22,Ikke valgt,106,35,11257,3.63,Rødt,141,2011-09-12,145,0.352627389638784,1,162,161
kandidat001812,Simen Jakobsen,2007,frp,40,34,Ikke valgt,138,0,38873,14.3,Fremskrittspartiet,138,2007-09-10,5,1.3757429525362,2,7,5
kandidat001813,Sindre Buchanan,2011,mdg,10,9,Ikke valgt,172,27,7653,2.47,Miljøpartiet De Grønne,199,2011-09-12,17,4.14094210031197,8,17,9
kandidat001814,Sindre Hervig,2015,v,50,33,Ikke valgt,90,9,21986,6.86,Venstre,99,2015-09-14,112,2.08819845611254e-05,0,136,136
kandidat001815,Siri Fossheim,2011,ap,31,35,Vara,930,12,102707,33.1,Det norske Arbeiderparti,942,2011-09-12,11,1.43540012773797,2,15,13
kandidat001816,Siri Gåsemyr Staalesen,2007,ap,42,52,Ikke valgt,484,48,81265,29.89,Det norske Arbeiderparti,532,2007-09-10,3,0.916599203984443,1,3,2
kandidat001817,Siri Gåsemyr Staalesen,2011,ap,40,33,Vara,679,16,102707,33.1,Det norske Arbeiderparti,695,2011-09-12,26,2.01290157479558,4,29,25
kandidat001818,Siri Jensen,2007,rv,39,37,Ikke valgt,67,3,14131,5.2,Rød Valgallianse,70,2007-09-10,145,5.49990994257877,3,672,669
kandidat001819,Siri Jensen,2015,rv,43,58,Ikke valgt,112,4,16174,5.05,Rødt,116,2015-09-14,161,0.891510946104392,1,1062,1061
kandidat001820,Siri Mittet,2011,mdg,26,64,Ikke valgt,51,3,7653,2.47,Miljøpartiet De Grønne,54,2011-09-12,3,2.29362588137799e-07,0,128,128
kandidat001821,Siri Mittet,2015,mdg,26,33,Ikke valgt,288,23,26096,8.14,Miljøpartiet De Grønne,311,2015-09-14,80,5.93599961307907,13,208,195
kandidat001822,Sirin Hellvin Stav,2015,mdg,17,13,Ikke valgt,428,45,26096,8.14,Miljøpartiet De Grønne,473,2015-09-14,1,0,0,1,1
kandidat001823,Siri Ulleberg,2015,frp,10,9,Vara,304,26,19311,6.03,Fremskrittspartiet,330,2015-09-14,92,2.68083529685854,7,99,92
kandidat001824,Sissel Hallem,2007,rv,29,16,Ikke valgt,103,9,14131,5.2,Rød Valgallianse,112,2007-09-10,22,0.15542801631112,0,64,64
kandidat001825,Sissel Hallem,2011,rv,47,37,Ikke valgt,57,2,11257,3.63,Rødt,59,2011-09-12,80,0.211377345159887,0,144,144
kandidat001826,Sissel Hallem,2015,rv,5,4,Vara,679,107,16174,5.05,Rødt,786,2015-09-14,38,1.80367273892764,2,182,180
kandidat001827,Sissel Rimehaug Weydahl,2015,krf,42,47,Ikke valgt,45,0,7827,2.44,Kristelig Folkeparti,45,2015-09-14,1,2.56172470349606e-08,0,10,10
kandidat001828,Siv Endresen,2011,mdg,36,22,Ikke valgt,39,4,7653,2.47,Miljøpartiet De Grønne,43,2011-09-12,2,1.16684018109515,2,5,3
kandidat001829,Siv-Lise Bendixen Stærk,2015,v,11,7,Vara,361,42,21986,6.86,Venstre,403,2015-09-14,13,2.02081721373171,3,25,22
kandidat001830,Siyad Mohamed Morsal,2007,sv,15,34,Vara,634,20,28701,10.56,Sosialistisk Venstreparti,654,NA,0,0,0,0,0
kandidat001831,Sjur Beckmann,2007,sp,51,37,Ikke valgt,5,0,2189,0.81,Senterpartiet,5,NA,0,0,0,0,0
kandidat001832,Sjur Beckmann,2011,sp,41,22,Ikke valgt,9,0,1591,0.51,Senterpartiet,9,NA,0,0,0,0,0
kandidat001833,Sjur Jacobsen,2007,kp,36,21,Ikke valgt,0,1,120000,0.04,Kystpartiet,1,2007-09-10,5,0.0163522157029695,0,12,12
kandidat001834,Sjur Ringstad Beckmann,2015,sp,23,18,Ikke valgt,24,2,1926,0.6,Senterpartiet,26,NA,0,0,0,0,0
kandidat001835,Sofie Høgestøl,2015,v,28,35,Ikke valgt,150,22,21986,6.86,Venstre,172,2015-09-14,32,0.329159021041009,0,32,32
kandidat001836,Solfrid Skailand,2011,frp,37,18,Ikke valgt,95,4,21852,7.04,Fremskrittspartiet,99,2011-09-12,13,0.0376962516190649,0,14,14
kandidat001837,Solfrid Syversen,2007,krf,39,56,Ikke valgt,30,1,8368,3.08,Kristelig Folkeparti,31,NA,0,0,0,0,0
kandidat001838,Solfrid Tandberg Øhrn,2007,krf,64,64,Ikke valgt,18,1,8368,3.08,Kristelig Folkeparti,19,NA,0,0,0,0,0
kandidat001839,Solvår Meløysund,2007,kp,24,28,Ikke valgt,0,2,120000,0.04,Kystpartiet,2,NA,0,0,0,0,0
kandidat001840,Solveig Arnesen,2015,mdg,35,31,Ikke valgt,190,11,26096,8.14,Miljøpartiet De Grønne,201,2015-09-14,110,3.07032318792497,8,162,154
kandidat001841,Solveig Tesdal,2011,sv,28,29,Ikke valgt,186,20,19477,6.28,Sosialistisk Venstreparti,206,2011-09-12,37,1.46587270031635,2,575,573
kandidat001842,Sølve Seim,2007,dem,37,35,Ikke valgt,0,1,306000,0.11,Demokratene,1,NA,0,0,0,0,0
kandidat001843,Sølvi Slørdahl,2011,rv,60,54,Ikke valgt,32,3,11257,3.63,Rødt,35,NA,0,0,0,0,0
kandidat001844,Sriskanthan Kanagavale,2007,v,27,43,Ikke valgt,208,20,23703,8.72,Venstre,228,NA,0,0,0,0,0
kandidat001845,Ståle Hagen,2007,h,37,31,Ikke valgt,393,10,68475,25.19,Høyre,403,2007-09-10,48,2.66873279965245,4,141,137
kandidat001846,Ståle Hagen,2011,h,42,30,Vara,459,29,110776,35.7,Høyre,488,2011-09-12,239,10.0207948926978,14,380,366
kandidat001847,Ståle Hagen,2015,h,26,29,Vara,724,39,101882,31.8,Høyre,763,2015-09-14,110,2.82519120831224,9,490,481
kandidat001848,Ståle Slettebø,2007,mdg,25,21,Ikke valgt,17,4,1687,0.62,Miljøpartiet De Grønne,21,2007-09-10,4,1.73054097267399,3,397,394
kandidat001849,Ståle Sørensen,2007,v,9,15,Vara,387,182,23703,8.72,Venstre,569,2007-09-10,144,16.7910458723051,33,200,167
kandidat001850,Stefan Heggelund,2011,h,19,31,Valgt,923,36,110776,35.7,Høyre,959,2011-09-12,72,2.55031379897052,4,155,151
kandidat001851,Stein Aker,2011,dem,3,7,Ikke valgt,10,4,214000,0.07,Demokratene i Norge,14,2011-09-12,14,0.0303240904080129,0,43,43
kandidat001852,Steinar Åge Brenden,2011,nkp,11,8,Ikke valgt,9,3,210000,0.07,Norges Kommunistiske Parti,12,2011-09-12,7,8.67966421051875e-10,0,18,18
kandidat001853,Steinar Åge Brenden,2015,nkp,7,9,Ikke valgt,15,4,240,0.07,Norges Kommunistiske Parti,19,2015-09-14,7,7.06030396436168e-05,0,25,25
kandidat001854,Steinar Brenden,2007,nkp,19,14,Ikke valgt,5,0,203000,0.07,Norges Kommunistiske Parti,5,2007-09-10,37,2.47063287205017,12,61,49
kandidat001855,Stein Asthøy,2007,rv,38,30,Ikke valgt,67,11,14131,5.2,Rød Valgallianse,78,2007-09-10,17,0.19879159232166,1,80,79
kandidat001856,Stein Georg Kvernberg,2007,mdg,26,25,Ikke valgt,17,3,1687,0.62,Miljøpartiet De Grønne,20,2007-09-10,2,0.0825676363661644,0,4,4
kandidat001857,Sten I. Jørgensen,2007,osby,28,35,Ikke valgt,17,7,1466,0.54,Oslo Byaksjon,24,NA,0,0,0,0,0
kandidat001858,Stephane Pfister,2007,kp,25,30,Ikke valgt,1,1,120000,0.04,Kystpartiet,2,NA,0,0,0,0,0
kandidat001859,Stephan Granhaug,2007,osby,10,8,Ikke valgt,25,14,1466,0.54,Oslo Byaksjon,39,2007-09-10,5,0.0085338147852691,0,8,8
kandidat001860,Stephen Anene,2007,ap,34,49,Vara,672,10,81265,29.89,Det norske Arbeiderparti,682,2007-09-10,6,0.912479993777571,1,9,8
kandidat001861,Stian Andreassen,2007,dem,45,20,Ikke valgt,0,0,306000,0.11,Demokratene,0,2007-09-10,67,7.88341088430439,19,113,94
kandidat001862,Stian Antonsen,2007,sv,49,46,Ikke valgt,117,5,28701,10.56,Sosialistisk Venstreparti,122,2007-09-10,96,10.7223387408278,20,119,99
kandidat001863,Stian Antonsen,2011,sv,26,22,Ikke valgt,177,39,19477,6.28,Sosialistisk Venstreparti,216,2011-09-12,115,1.96459879032334,4,234,230
kandidat001864,Stian Berger Røsland,2011,h,2,2,Valgt,6388,331,110776,35.7,Høyre,6719,2011-09-12,5160,603.909531679441,1105,5197,4092
kandidat001865,Stian Berger Røsland,2015,h,2,2,Valgt,8559,410,101882,31.8,Høyre,8969,2015-09-14,12640,588.485908205016,1032,17837,16805
kandidat001866,Stig Berntsen,2015,rv,34,20,Ikke valgt,147,12,16174,5.05,Rødt,159,2015-09-14,254,23.8562884410483,33,384,351
kandidat001867,Stig Einar Rygh-Johansen,2015,mdg,56,16,Ikke valgt,107,8,26096,8.14,Miljøpartiet De Grønne,115,NA,0,0,0,0,0
kandidat001868,Stig Granum,2007,dem,36,32,Ikke valgt,0,1,306000,0.11,Demokratene,1,NA,0,0,0,0,0
kandidat001869,Stig Tollefsen,2015,v,64,56,Ikke valgt,43,5,21986,6.86,Venstre,48,2015-09-14,5,0.0310238227413517,0,57,57
kandidat001870,Stina Bergsten,2015,fi,22,26,Ikke valgt,28,4,1388,0.43,Feministisk Initiativ,32,2015-09-14,32,0.743295116314286,3,32,29
